"timestamp","state","totalCpuPercent","totalPrivateMb","processCount","handleCount","threadCount"
"2026-08-03T14:48:48.2710880+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:48:49.4265446+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:48:50.6050892+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:48:51.7682950+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:48:52.9400778+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:48:54.0952331+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:48:55.2939057+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:48:56.4790710+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:48:57.6541664+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:48:58.8159252+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:48:59.9891330+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:49:01.1587286+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:49:02.3399081+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:49:03.5309341+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:49:04.7210078+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:49:05.8921269+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:49:07.0809378+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:49:08.2565333+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:49:09.4212325+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:49:10.5829430+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:49:11.7490920+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:49:12.9249332+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:49:14.0879098+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:49:15.2839913+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:49:16.4486583+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:49:17.6225741+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:49:18.8010149+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:49:19.9771621+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:49:21.1651071+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:49:22.3293735+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:49:23.5110505+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:49:24.7149804+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:49:25.9181421+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:49:27.0854930+08:00","interaction","0","151.12","8","3226","188"
"2026-08-03T14:49:28.3444847+08:00","interaction","0.078","150.97","8","3226","184"
"2026-08-03T14:49:29.5196520+08:00","interaction","0","151.13","8","3226","188"
